Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
139,Merchant-Datta,Dominic Mukhopadhyay,Mumbai,Maharashtra,19.091016735044324,72.86416972494574,86,2381,186,83.35,3368,0,66.81,2118,15,97.83,3352,151,93.92,2629,319,29.35
140,Salvi Ltd,Krishna Viswanathan,Delhi,Delhi,28.65239983565233,77.2120265132635,96,769,288,84.93,3015,244,61.05,3287,438,24.46,1441,281,26.21,3353,7,52.36
141,Ghosh-Mitra,Oscar Hans,Lucknow,Uttar Pradesh,26.869176677152875,80.9027356340799,63,2130,402,58.58,1938,71,59.66,870,333,65.92,2274,19,94.4,3369,448,23.36
142,Acharya-Modi,Dalbir Krish,Ahmedabad,Gujarat,23.026449129237534,72.60047231648389,52,4905,27,24.58,4664,431,46.62,3683,356,89.04,1921,136,76.57,4098,264,74.62
143,Kade-Sani,Tanmayi Bedi,Jaipur,Rajasthan,26.936185576690654,75.78931681098787,50,3703,378,33.97,4043,305,25.69,4334,55,58.51,935,470,46.38,4303,475,44.6
144,"Nagy, Shroff and Sathe",Rushil Mahal,Lucknow,Uttar Pradesh,26.884366537786242,80.9379506084028,54,2074,179,76.59,3675,396,27.16,2203,104,26.28,1339,358,51.26,2026,385,64.75
145,Kala-Vaidya,Ucchal Tiwari,Bangalore,Karnataka,13.008609887390094,77.54672694108504,75,3392,252,76.94,2281,14,54.7,2768,131,64.84,4501,28,79.26,2469,77,94.62
146,Gara-Chad,Jatin Balasubramanian,Pune,Maharashtra,18.48894729095767,73.84509638899198,63,2195,125,91.87,2763,52,48.46,803,483,46.57,4955,30,68.12,1451,396,44.47
147,Varma-Nayak,Kashish Suresh,Bangalore,Karnataka,12.928602970574747,77.54554854336286,88,3758,176,66.61,2469,427,61.29,4274,47,32.4,3181,18,73.73,2002,239,23.89
148,Keer Ltd,Peter Som,Mumbai,Maharashtra,19.066193091360926,72.8756875620304,76,3762,36,29.93,711,7,44.39,1848,247,87.92,2150,147,51.13,4967,257,74.05
149,Kar-Issac,Hemangini Gade,Jaipur,Rajasthan,26.920475720722735,75.7644686971069,58,1945,409,29.71,1007,329,75.03,2922,272,61.73,1745,470,59.03,3836,195,82.95
150,Bakshi Inc,Gautam Mane,Jaipur,Rajasthan,26.939227341386452,75.77907667821674,64,719,98,77.69,831,45,89.12,4128,110,94.66,2761,490,99.19,609,459,96.63
151,Soman PLC,Libni Bawa,Pune,Maharashtra,18.52265191916345,73.87992718071847,64,552,97,34.7,1050,324,43.91,2928,419,84.48,1415,282,37.11,4486,431,32.62
152,Shah Group,Tanish Kant,Mumbai,Maharashtra,19.03704741131314,72.86316221576408,75,2257,126,46.27,1441,113,35.44,3533,325,75.44,3139,349,53.43,2854,329,51.37
153,"Hayer, Rajagopalan and Talwar",Samuel Luthra,Delhi,Delhi,28.5935308120456,77.182360775105,91,2166,482,58.98,1227,146,29.29,1168,335,20.4,4389,340,43.35,725,130,87.53
154,Kohli-Divan,Yochana Bahri,Jaipur,Rajasthan,26.89012656456968,75.82833391020576,62,3285,167,21.98,3362,494,69.3,999,348,54.23,4981,299,81.21,3511,451,84.55
155,"Ahluwalia, Chhabra and Sandal",Urvi Deo,Jaipur,Rajasthan,26.873346759867914,75.77646301405403,100,1219,79,39.91,3743,165,55.51,1914,483,35.8,1826,162,81.12,4626,389,69.98
156,Goda Ltd,Abhiram Kapur,Hyderabad,Telangana,17.356825388786508,78.53169611839502,81,905,293,52.63,1148,378,35.04,1029,37,92.86,3858,112,43.4,1113,342,41.55
157,"Shetty, Bedi and Krish",Dalaja Maharaj,Chennai,Tamil Nadu,13.041641100231226,80.2624580775785,88,2794,332,42.37,3237,138,72.25,4121,356,33.97,2085,454,26.51,598,260,42.72
158,Shan and Sons,Krisha Palla,Ahmedabad,Gujarat,23.06091989781315,72.58147984464422,98,571,125,30.91,3247,116,31.88,3956,239,42.88,3868,149,20.91,1310,241,29.92
159,Wali-Nadig,Zayyan Kamdar,Delhi,Delhi,28.58060339460921,77.2581168626137,81,2553,342,78.24,1509,298,64.34,1254,317,61.35,888,329,54.2,3837,386,93.75
160,Thaman-Sandhu,Chasmum Verma,Ahmedabad,Gujarat,23.066773177413513,72.58636466489924,53,1729,309,85.05,2050,275,62.17,2847,120,41.07,3291,254,52.83,3199,393,33.83
161,"Sehgal, Dutt and Soman",Harsh Amble,Chennai,Tamil Nadu,13.115764251775063,80.23273387620351,79,2067,149,40.6,1303,403,78.74,1226,47,36.79,3832,86,99.07,1519,170,65.83
162,Lad-Kota,Barkha Misra,Delhi,Delhi,28.602309061149125,77.16267319374266,86,4182,15,81.95,4580,276,24.41,3149,9,67.93,1203,398,57.58,3525,146,66.75
163,"Malhotra, Verma and Sundaram",Vasatika Bhatt,Lucknow,Uttar Pradesh,26.874658447356673,80.93121252591668,72,3453,27,50.84,4809,337,91.03,2546,232,27.11,3320,349,40.51,4028,269,49.57
164,"Khare, Maharaj and Sarraf",Aradhana Nair,Chennai,Tamil Nadu,13.095677792299616,80.24233240230366,88,4982,495,60.53,4764,312,76.24,3315,35,24.65,1559,97,91.3,4386,148,48.2
165,Mangal and Sons,Advika Misra,Jaipur,Rajasthan,26.955175228319522,75.83679078226464,94,1198,418,88.48,3901,177,37.29,1374,412,49.78,4674,396,59.29,3479,379,73.49
166,Nayak-Nagarajan,Mason Varughese,Lucknow,Uttar Pradesh,26.84822479243147,80.94531863408687,64,1326,443,80.0,4741,329,34.67,3779,461,77.65,1798,131,67.93,3840,298,51.06
167,"Buch, Devi and Dora",Dakshesh Raval,Mumbai,Maharashtra,19.041389590633987,72.90928331249907,92,848,172,84.41,3661,353,54.53,3484,3,64.38,1801,465,27.65,1296,27,40.41
168,Rajagopal Ltd,Logan Bal,Kolkata,West Bengal,22.584893738293513,88.38868716040922,78,4408,45,30.95,4655,153,85.41,2678,43,53.83,1173,311,50.63,2457,148,51.93
169,Kala Inc,Chakrika Lad,Jaipur,Rajasthan,26.921693993484173,75.79530862078379,85,807,327,25.58,1027,413,87.44,4307,55,65.26,2859,406,95.54,3566,419,84.61
170,Reddy-Narayanan,Nidhi Rama,Delhi,Delhi,28.60964320977737,77.19811697660803,62,3916,235,91.47,3798,200,61.64,1107,41,49.24,4799,96,67.16,3520,279,97.32
171,"Shukla, Sagar and Bhatia",Ranveer Oza,Jaipur,Rajasthan,26.866837666353327,75.8225193533347,81,2834,438,51.03,1523,365,88.86,1134,254,94.89,4612,97,47.56,3180,181,70.88
172,Salvi Group,Vamakshi Parmer,Lucknow,Uttar Pradesh,26.877651607472487,80.9617241980639,56,3309,213,43.03,4234,114,20.44,3227,227,24.39,4082,289,70.05,4941,165,82.57
173,"Bahri, Rai and Sood",Onkar Golla,Chennai,Tamil Nadu,13.106221265452346,80.24883909605776,100,4058,84,77.98,932,158,22.81,1574,113,73.87,1516,355,92.83,3448,16,62.63
174,Pandey LLC,Gunbir Sinha,Kolkata,West Bengal,22.548575378376032,88.38624201136886,71,4978,281,86.91,1676,41,92.95,2414,236,91.3,709,226,41.92,4231,149,69.99
175,Saini-Yohannan,Aarna Goswami,Lucknow,Uttar Pradesh,26.849960251940075,80.99241219725921,77,3977,231,89.0,900,246,82.03,1088,396,84.31,998,144,60.41,1601,338,99.05
176,"Kannan, Sura and Kanda",Gaurav Kapadia,Chennai,Tamil Nadu,13.131847533514506,80.22685170262393,51,3186,84,45.28,2604,67,56.06,3731,173,34.72,928,155,96.7,1537,44,55.07
177,Sarin-Sunder,Udant Mohanty,Bangalore,Karnataka,13.004068096592516,77.57938092079021,91,3485,408,88.18,3550,444,80.29,2804,254,43.67,4139,269,33.79,4731,329,25.3
178,Ramachandran LLC,Garima Prabhu,Delhi,Delhi,28.618277890799742,77.24544928803074,94,775,488,23.27,2733,444,96.45,4338,465,77.36,3651,161,77.57,1291,188,96.56
179,"Ravel, Gandhi and Sibal",Chaitaly Sheth,Mumbai,Maharashtra,19.113862998635515,72.9074426021607,55,3047,64,23.97,2945,325,81.77,2473,416,26.74,2605,111,69.16,4674,138,83.44
180,Walla Inc,Upma Bera,Ahmedabad,Gujarat,22.997028553225533,72.53713406597025,77,3264,133,69.88,3335,333,87.39,2555,276,84.95,2053,330,74.37,2278,60,51.86
181,Bala-Chacko,Urmi Hayer,Jaipur,Rajasthan,26.895800887874525,75.7611690031301,77,836,150,25.05,3013,195,80.85,3980,463,77.51,3706,184,48.1,1481,293,98.59
182,"Sangha, Deshmukh and Shenoy",Lakshmi Wagle,Chennai,Tamil Nadu,13.10071407717603,80.28256113782152,93,2473,114,45.97,2273,89,33.46,2579,334,78.37,3069,204,45.11,1765,321,47.64
183,Bedi LLC,Odika Bhagat,Kolkata,West Bengal,22.5415221539785,88.40206371327703,93,3479,63,73.82,1596,110,86.69,3552,440,28.02,3128,96,74.74,1243,32,49.77
184,Narang-Kakar,Laksh Iyer,Lucknow,Uttar Pradesh,26.843247000876996,80.98410714802282,69,4468,342,46.98,1428,367,35.61,4982,68,77.42,2376,376,37.24,2931,298,68.78
185,Narain-Nazareth,Nimrat Shankar,Lucknow,Uttar Pradesh,26.809586986747345,80.92971188542592,79,1410,426,34.37,2451,358,91.41,1751,325,74.39,1567,54,53.57,874,414,41.95
186,Mall-Sama,Diya Gole,Pune,Maharashtra,18.48647598960483,73.88849670241191,60,2496,362,42.51,2473,144,56.69,4295,229,86.47,2006,449,35.05,2253,111,75.89
187,Bumb-Singhal,Vinaya Natarajan,Pune,Maharashtra,18.489713286458727,73.8151098224468,77,3629,406,56.61,2054,274,74.16,4322,66,23.33,3513,481,20.66,4397,290,32.23
188,Zacharia Inc,Dhriti Bhardwaj,Mumbai,Maharashtra,19.081984431230882,72.83928438567803,74,4704,351,58.03,3278,178,59.78,4802,303,21.85,2167,116,97.6,3036,36,28.64
189,Kapur-Biswas,Siya Mahal,Delhi,Delhi,28.627300570309963,77.21299853797159,88,4257,157,82.64,4921,240,27.52,3889,459,49.84,4566,92,54.54,2491,430,62.79
190,"Baria, Balasubramanian and Kota",Om Dutt,Bangalore,Karnataka,12.934444871809319,77.57293429482655,82,827,76,80.01,1494,325,43.26,2280,483,31.9,1447,292,97.55,3428,494,64.44
191,Bahri PLC,Gaurang Dayal,Pune,Maharashtra,18.52452665786761,73.9029992003859,50,2299,490,56.55,1112,318,98.7,3104,416,64.67,4889,451,31.23,3946,99,28.53
192,Khare and Sons,Pushti Raval,Chennai,Tamil Nadu,13.04295097279907,80.31442284872365,76,814,145,87.65,3093,476,96.86,4188,35,93.39,1671,203,66.99,1091,22,97.13
193,Contractor-Kamdar,Vansha Rajagopal,Hyderabad,Telangana,17.34178370591052,78.46679635669469,62,4045,342,29.14,1095,330,45.64,2224,416,51.32,671,281,36.08,3069,419,65.86
194,Kunda-Pillay,Baljiwan Walla,Mumbai,Maharashtra,19.103098429253215,72.89855720046026,90,1634,462,40.43,1341,463,99.7,3284,158,87.6,1643,188,83.21,3372,423,32.08
195,Contractor and Sons,Kashvi Atwal,Kolkata,West Bengal,22.5571883056953,88.37599155177675,52,3246,224,86.24,4939,413,87.64,4219,148,20.02,2359,475,82.7,1676,486,44.92
196,Chokshi-Bal,Rayaan Badami,Delhi,Delhi,28.651053680615238,77.25634889691774,88,2020,404,50.24,1358,152,68.88,2177,26,33.48,2688,322,29.01,1835,217,84.02
197,Prashad-Ranganathan,Yuvraj Kara,Hyderabad,Telangana,17.399757364340193,78.49613958592285,55,655,312,98.49,944,103,23.21,948,474,22.43,2993,83,92.97,612,88,61.86
198,"Issac, Borra and Kibe",Devika Dayal,Pune,Maharashtra,18.4769626144574,73.88885129474075,57,2224,102,57.3,2288,74,92.12,581,71,46.25,4077,457,35.57,4272,208,35.05
199,Mitra Ltd,Leela Thakur,Bangalore,Karnataka,12.946850874968838,77.54470294798456,76,3843,406,83.35,4817,127,64.59,1906,247,92.66,688,179,69.04,2345,270,28.23
200,"Dara, Barman and Palan",Oliver Bhattacharyya,Delhi,Delhi,28.591262666628168,77.25871245001578,58,1386,346,52.18,3954,198,89.48,1980,100,27.76,4576,273,98.85,2487,420,54.46
201,"Sangha, Prabhakar and Biswas",Chanchal Mannan,Mumbai,Maharashtra,19.036219361969373,72.91312097744616,86,3573,300,54.0,4452,153,86.75,1579,189,68.51,657,180,90.59,2485,236,46.99
202,"Om, Arora and Salvi",Zinal Viswanathan,Pune,Maharashtra,18.55299207657999,73.836537443099,82,3305,427,50.63,1530,55,86.64,4098,95,56.12,3217,446,96.53,3792,387,72.47
203,Cherian-Sant,Radha Desai,Delhi,Delhi,28.641182278001683,77.18200536830315,100,1221,465,77.53,1795,277,75.85,4683,383,95.08,2470,180,47.41,3742,405,94.02
204,Sharaf-Dua,Vrishti Parmer,Bangalore,Karnataka,13.016686356225042,77.5597057891781,91,1412,87,63.8,2563,344,43.31,4180,281,29.8,745,282,28.45,752,208,39.82
205,Goda-Vig,Nitesh Raval,Chennai,Tamil Nadu,13.123652451094783,80.30643600920925,93,3857,370,95.5,1947,18,46.89,3203,321,36.96,3403,286,35.07,623,277,88.42
206,"Madan, Yohannan and Sule",Vedant Kapur,Hyderabad,Telangana,17.374759439796282,78.46412152023487,73,1370,302,40.07,2545,158,44.68,4810,395,22.36,3295,474,60.04,1736,464,93.64
207,Sarin-Loyal,Siddharth Bains,Bangalore,Karnataka,12.952795199049513,77.57667427404381,64,4608,167,28.05,3350,25,21.6,4256,277,54.71,4324,105,83.46,1123,205,92.16
208,Korpal-Chadha,Jatin Peri,Kolkata,West Bengal,22.54559546058911,88.33521047040252,81,997,434,51.46,4324,425,66.61,2258,16,42.23,2877,128,32.01,3656,77,96.17
209,Seshadri-Kohli,Keya Kumer,Mumbai,Maharashtra,19.09116668253759,72.86455263437239,81,2256,169,69.34,2568,168,75.91,3099,262,89.59,1349,261,72.78,3636,400,87.37
210,Raghavan-Nayar,Chanakya Chokshi,Ahmedabad,Gujarat,22.988424573827928,72.54177012492762,73,1617,134,88.86,4261,483,88.31,3050,106,68.4,2310,10,45.89,3889,327,67.48
211,Talwar LLC,Chanakya D’Alia,Chennai,Tamil Nadu,13.048065803816112,80.26606936346053,90,3909,49,47.7,2775,22,31.21,4353,67,69.13,4486,161,47.3,3917,97,52.79
212,Sura and Sons,Sachi Rai,Delhi,Delhi,28.6400023990943,77.22162203216314,98,3328,431,72.3,2308,46,63.53,3246,127,62.55,2626,486,72.95,2155,345,59.34
213,Kuruvilla-Oak,Zayyan Som,Chennai,Tamil Nadu,13.123883603495992,80.31745112636138,98,2147,339,48.02,1811,12,20.64,2792,292,27.35,4764,467,57.36,1766,364,89.81
214,Majumdar-Anne,Samesh Andra,Hyderabad,Telangana,17.41465372909762,78.48485223515125,61,3483,346,69.38,4555,216,27.61,2001,293,55.6,3530,446,84.96,3445,349,44.11
215,"Halder, Chada and Khurana",Osha Chaudhuri,Pune,Maharashtra,18.482918579220254,73.8752565287229,88,642,133,90.78,2951,321,24.34,4904,95,99.96,2807,180,32.47,1660,469,32.74
216,"Ray, Suresh and Khosla",Laksh Sahota,Hyderabad,Telangana,17.39084126725832,78.45925401424438,51,3261,346,38.51,1589,193,78.04,730,394,86.82,3576,212,83.2,2794,335,31.27
217,"Soni, Swaminathan and Sem",Yasti Dalal,Kolkata,West Bengal,22.580797140191443,88.34079934044351,52,3935,136,52.34,2172,143,26.48,4750,0,91.48,2844,468,25.14,940,93,86.16
218,Chander LLC,Ishaan Cherian,Ahmedabad,Gujarat,23.015824674897168,72.61983514074029,98,2931,244,99.46,4175,72,77.32,1698,408,85.86,1119,273,35.52,2592,79,80.92
219,Ravel Ltd,Rushil Iyengar,Mumbai,Maharashtra,19.02716205399081,72.83494468877946,86,2348,108,89.48,4854,155,39.97,614,297,28.24,3402,20,72.49,3205,37,59.81
220,Mohan Ltd,Saksham Parmar,Delhi,Delhi,28.611893883471712,77.21900205481194,98,3196,312,65.17,2503,76,90.22,1913,179,38.2,2907,274,88.39,4259,407,41.99
221,"Pillay, Solanki and Wali",Chakrika Dyal,Jaipur,Rajasthan,26.948412239718923,75.81528509888933,66,2217,286,61.33,4698,418,85.05,4906,407,20.25,4952,259,40.21,1053,227,74.21
222,Sandal-Narayanan,Watika Johal,Ahmedabad,Gujarat,23.04492853081264,72.59631616391013,98,3572,20,42.77,1624,168,96.63,1492,180,44.28,3504,332,46.18,1612,482,23.07
223,Setty-Madan,Ganga Keer,Jaipur,Rajasthan,26.886604501586255,75.83596625932671,51,1567,89,61.38,1721,460,90.7,2847,234,28.69,4414,465,62.97,3277,133,65.46
224,Krishnamurthy-Kashyap,Agastya Chakraborty,Kolkata,West Bengal,22.584415573431812,88.38414649705442,51,3286,295,87.85,3360,286,94.67,1541,439,57.82,2986,115,36.93,2333,195,51.87
225,Hans LLC,Wakeeta Dixit,Lucknow,Uttar Pradesh,26.874280473579294,80.99032375042324,77,4291,111,74.81,2773,84,88.7,511,318,74.17,3902,412,84.89,1814,465,98.23
226,Wason Ltd,Yasti Borde,Mumbai,Maharashtra,19.077771164338472,72.83648664991449,72,1788,300,43.2,3490,415,75.47,4176,336,89.96,4096,24,81.89,3993,389,60.6
227,Handa and Sons,Aahana Kashyap,Mumbai,Maharashtra,19.108451404689685,72.86348013509283,86,4371,76,36.12,3010,181,33.62,3565,7,79.94,2177,439,31.62,3638,281,64.18
228,"Sule, Malhotra and Vohra",Chaman Lalla,Pune,Maharashtra,18.483671575404305,73.86345408482616,81,2306,176,41.22,736,481,41.74,2536,442,95.09,4539,332,57.11,3612,100,76.99
229,"Mandal, Chaudhry and Hari",Chandresh Chaudhry,Lucknow,Uttar Pradesh,26.876758669910906,80.91621502442449,82,2004,342,33.58,1644,455,37.02,3546,428,24.31,1804,253,81.99,598,474,58.76
230,Karan-Patel,Balveer Mannan,Pune,Maharashtra,18.53743854583544,73.90185499743554,50,3808,147,27.65,3753,314,68.29,2850,26,20.97,4593,446,46.99,4425,424,37.97
231,Mittal Inc,Dhriti Sandhu,Bangalore,Karnataka,13.011222130268504,77.6040776637377,68,3451,100,53.53,4282,296,60.29,1040,307,72.91,2463,410,70.65,1979,74,62.98
232,"Walla, Date and Mahal",Girish Bath,Jaipur,Rajasthan,26.867597128365148,75.79142963353011,51,571,245,29.06,1266,111,89.37,3360,145,43.15,3807,443,24.02,4896,293,95.54
233,Bhagat PLC,Lakshit Garde,Delhi,Delhi,28.657420181529947,77.2537350462631,93,2190,116,33.75,3181,449,96.21,576,90,40.28,1861,210,68.7,1722,207,52.79
234,Date-Swaminathan,Ishita Sarma,Hyderabad,Telangana,17.368945019254284,78.51818251137465,75,1844,91,63.79,3165,229,52.39,3567,341,46.47,4794,304,32.21,1504,82,74.37
235,Arora PLC,Girik Pradhan,Pune,Maharashtra,18.536482011829925,73.8620001452592,81,3803,400,33.17,2259,95,60.51,523,271,41.58,2287,320,86.45,976,426,98.24
236,Singh-Srinivas,Qadim Comar,Kolkata,West Bengal,22.604329776996252,88.35913182845184,55,3613,27,25.11,3991,437,97.72,1175,321,60.91,1573,421,48.44,1635,436,86.39
237,Oak-Gour,Mugdha Shan,Bangalore,Karnataka,12.925675410609248,77.56099994809895,81,1382,424,45.39,3315,167,42.1,2894,4,55.21,1665,338,42.52,3356,142,72.72
238,Krishnan Group,Lekha Sridhar,Delhi,Delhi,28.56993520839906,77.18371032340102,53,4734,449,37.63,4013,377,83.39,4767,81,60.99,4099,435,87.27,2205,473,78.88
239,Bhattacharyya Group,Ojas Chowdhury,Jaipur,Rajasthan,26.94957835665922,75.7592213987358,60,3162,24,61.22,995,155,38.02,3898,386,73.82,3217,256,24.01,1017,55,94.92
240,Borah-Bera,Daniel Dutta,Pune,Maharashtra,18.517418259269665,73.8811279065595,66,2004,57,28.19,3680,420,74.52,3259,218,50.97,3653,167,51.73,1720,360,96.78
241,Dixit PLC,Omaja Subramanian,Pune,Maharashtra,18.513765533395638,73.81106616577074,87,2963,497,80.14,4430,104,40.29,988,117,40.1,4626,336,49.6,3006,439,97.52
242,Chada-Kothari,Pratyush Raghavan,Delhi,Delhi,28.565986113929156,77.22432630192374,73,3053,296,92.5,2572,192,90.7,1985,80,33.3,3555,20,42.78,4825,286,70.05
243,Saha PLC,Ayush De,Chennai,Tamil Nadu,13.132333391605675,80.31817931621468,54,1232,133,79.47,837,488,64.92,4159,463,47.96,1159,85,92.94,1691,210,50.78
244,"Kara, Virk and Rai",Vinaya Chowdhury,Bangalore,Karnataka,12.929752648955244,77.58492613611239,83,2248,330,62.63,4449,329,34.87,3735,69,79.34,3082,14,80.07,4380,440,30.65
245,Savant-Mishra,Ridhi Batra,Kolkata,West Bengal,22.52566525022058,88.33966828885113,55,4424,248,88.85,3608,438,37.95,2919,114,80.54,1629,49,25.11,3743,178,50.84
246,"Sanghvi, Mody and Bhasin",Advika Murthy,Mumbai,Maharashtra,19.11282725054084,72.90041690697663,71,923,37,75.59,2317,131,59.51,3995,262,73.35,2774,486,77.17,2477,407,95.44
247,"Chaudhary, Johal and Kakar",Udarsh Nigam,Ahmedabad,Gujarat,23.015049333444807,72.5559934992547,60,3978,389,20.84,636,354,96.93,1256,305,38.72,4966,303,62.18,2742,57,91.18
248,Bumb-Dugar,Rachita Kothari,Hyderabad,Telangana,17.385484488189302,78.49103005233633,97,2091,428,51.53,3055,381,81.57,3024,141,67.05,1968,486,92.07,3590,72,61.89
249,Ghose PLC,Hiral Rajan,Bangalore,Karnataka,12.97946754085724,77.58846154191896,65,4985,74,88.08,4915,137,59.06,4750,421,65.66,2602,415,45.04,2387,214,62.96
250,Dugar Inc,Chatura Apte,Chennai,Tamil Nadu,13.072251516984903,80.28131887135612,82,4937,141,47.67,1415,430,47.02,756,487,58.74,3766,304,65.93,1473,387,44.71
251,Seshadri-Singhal,Yashasvi Singh,Delhi,Delhi,28.643195609460562,77.22450093388322,58,992,321,22.82,4038,330,63.94,2279,206,64.0,2971,195,60.06,565,265,56.36
252,Bali-Kata,Noah Borde,Bangalore,Karnataka,12.980835032859337,77.63583633456167,55,691,167,79.69,2600,269,79.87,2615,110,59.34,1651,363,59.16,3406,446,77.16
253,Mandal-Setty,Ekani Khosla,Bangalore,Karnataka,12.983896658356349,77.60775602200926,65,998,258,84.16,3407,37,82.71,3848,302,65.24,592,300,56.49,1070,72,52.19
254,Kaur LLC,Arunima Bedi,Mumbai,Maharashtra,19.039156768512726,72.89928249646822,78,1756,372,32.85,3414,395,45.97,1972,111,77.24,3066,287,36.45,4392,466,35.04
255,"Hora, Sandal and Contractor",Kritika Rau,Pune,Maharashtra,18.53365405332263,73.8439848637189,52,2468,354,62.99,2482,44,77.69,758,416,28.77,1781,387,80.46,807,270,63.27
256,"Kar, Dixit and Lata",Farhan Sharaf,Delhi,Delhi,28.58199769527095,77.24443850933696,69,4822,224,35.36,4370,400,72.62,4575,42,79.97,3400,244,56.11,3908,498,38.03
257,Bora Inc,Sara Chakrabarti,Jaipur,Rajasthan,26.88712310744032,75.82437499012725,85,2686,151,77.54,4067,463,96.73,806,346,30.87,3299,448,96.68,4242,353,97.94
258,Mohanty PLC,Sanya Mutti,Ahmedabad,Gujarat,23.03044148993435,72.58766212790083,68,1316,18,41.72,1498,162,94.49,1618,284,25.33,3677,352,40.86,1282,233,51.23
259,"Mani, Sarna and Dash",Widisha Badami,Pune,Maharashtra,18.486752387258502,73.84580815366517,75,3720,145,45.3,2647,449,83.15,3517,127,98.09,3104,454,74.62,4716,318,92.77
260,Modi-Rau,Netra Sachar,Jaipur,Rajasthan,26.902304594613714,75.82309862539228,52,1973,447,87.6,895,330,77.87,4841,184,96.56,4381,200,95.26,1265,18,38.04
261,Tella-Zacharia,Aadi Chand,Chennai,Tamil Nadu,13.06521900642247,80.29804731256867,68,1586,240,58.11,4098,252,41.92,3280,228,24.83,2913,192,73.08,3975,112,35.14
262,Sarma-Buch,Yashoda Jhaveri,Ahmedabad,Gujarat,23.012165977634357,72.54510278571082,69,4699,371,73.58,1438,168,87.68,2158,388,55.46,2044,335,89.7,1272,62,69.35
263,"Baral, Sankaran and Naidu",Harita Patla,Lucknow,Uttar Pradesh,26.804049674733,80.91317579050876,81,2374,380,52.19,2136,450,54.2,686,220,34.9,4030,145,86.2,4357,371,82.35
264,"Krishna, Bal and Chand",Udant Sha,Lucknow,Uttar Pradesh,26.84157775738314,80.96313904014595,56,1370,343,43.84,3224,284,41.78,2297,351,58.83,3146,309,48.81,3685,183,65.34
265,Bail Ltd,Urvashi Patla,Jaipur,Rajasthan,26.905488752366182,75.76217142725876,90,2542,236,70.04,3010,273,50.73,1424,443,86.41,2558,126,68.01,1039,276,38.38
266,Baria-Gill,Ishaan Chatterjee,Mumbai,Maharashtra,19.05125277820754,72.86362507479163,82,772,34,32.39,2149,19,86.87,1284,116,96.05,1645,174,32.5,2549,161,23.03
267,Venkataraman-Sathe,Aarnav Om,Jaipur,Rajasthan,26.92295381576449,75.772973205304,89,1529,189,49.84,4190,238,31.89,3944,69,70.74,1410,133,62.84,3783,242,69.46
268,Golla-Sarin,Bishakha Vig,Chennai,Tamil Nadu,13.110879032984505,80.29123855941123,88,3718,0,36.72,3935,269,56.49,3696,385,48.31,3806,65,38.43,2163,144,30.48
269,"Swamy, Chand and Singhal",Hitesh Bath,Ahmedabad,Gujarat,23.031035436439677,72.60822712805133,67,4569,483,75.66,3701,417,59.39,1860,69,68.27,2066,392,79.5,1547,145,47.45
270,Rege-Nath,Waida Dey,Hyderabad,Telangana,17.361974961151702,78.44240868560892,89,1551,152,95.54,4679,432,22.93,840,109,44.96,2895,451,62.24,4336,80,74.06
271,Cheema-Dyal,Hredhaan Kumar,Chennai,Tamil Nadu,13.126360569229497,80.22463435406685,50,4533,428,99.64,4866,309,35.66,1062,426,92.79,3505,364,52.9,3939,321,27.84
272,Sabharwal-Tandon,Raghav Dara,Pune,Maharashtra,18.492870117697265,73.82470104374728,60,2073,432,56.02,2791,30,86.14,3499,131,89.63,4748,278,41.5,1005,434,30.18
273,Rattan-Bansal,Tanveer Shankar,Chennai,Tamil Nadu,13.043030895712402,80.27916707004427,77,3690,125,40.2,4983,313,86.46,1693,55,64.66,591,245,99.9,3747,320,24.93
274,Chakrabarti-Murty,Hamsini Chokshi,Lucknow,Uttar Pradesh,26.836437898846437,80.94418970815921,74,4888,490,55.43,713,103,43.39,3610,476,45.98,4492,362,25.74,4000,42,99.69
275,Naik-D’Alia,Chakradhar Dasgupta,Delhi,Delhi,28.59621306570703,77.25630977480704,99,4297,481,87.78,3737,169,89.99,568,442,43.47,830,236,23.48,2410,312,50.97
276,Varkey-Agarwal,Tanvi Thaman,Pune,Maharashtra,18.515873985563385,73.85825960285793,72,3789,344,36.48,4362,185,81.74,2928,88,22.67,1454,170,37.38,1232,393,92.46
277,"Shere, Sachdev and Bhagat",Wishi Agrawal,Delhi,Delhi,28.598165348812092,77.21222449888263,80,4247,399,96.17,558,127,53.43,4098,136,85.27,4280,50,97.69,4013,292,43.49
278,Vasa LLC,Rachita Subramanian,Pune,Maharashtra,18.473397358987267,73.83749299415912,79,2605,225,47.35,3430,209,79.87,2872,130,56.03,3101,327,98.34,2071,175,80.26
279,"Tara, Sathe and Behl",Oscar Dave,Delhi,Delhi,28.584085345212294,77.2263432433325,91,807,220,98.86,3471,413,96.91,1343,217,46.01,3477,358,72.39,3442,375,37.53
